"S_No","Price","Date of Transfer","Postcode","Town","District","County","Partial_Postcode"
6578,76000,2020,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
6579,52000,2020,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
6580,76000,2020,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
6581,186000,2020,"TR6 0DQ","PERRANPORTH","CORNWALL","CORNWALL","TR6 0"
7157,180000,2020,"BS1 6DD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS1 6"
7341,90000,2020,"TR20 8DU","PENZANCE","CORNWALL","CORNWALL","TR20 "
7345,122500,2020,"PL26 8AD","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
7427,205000,2020,"TR3 6QY","TRURO","CORNWALL","CORNWALL","TR3 6"
7428,301000,2020,"TR13 9DY","HELSTON","CORNWALL","CORNWALL","TR13 "
7472,110000,2020,"TR26 3HW","ST IVES","CORNWALL","CORNWALL","TR26 "
7473,39950,2020,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
7564,3e+05,2020,"BS14 0BN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS14 "
7708,456000,2020,"BS8 2DD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
7713,350000,2020,"BS8 2BB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
7726,240000,2020,"BS4 3JU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
7727,9000,2020,"BS2 0JT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
7728,15000,2020,"BS5 8AF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
7743,195000,2020,"BS3 4TY","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
7778,240000,2020,"BS4 3JU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
7788,35000,2020,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
7789,207000,2020,"TR19 7LS","PENZANCE","CORNWALL","CORNWALL","TR19 "
7798,325000,2020,"BS8 1LP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
7807,172000,2020,"BS16 3UN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
7823,287500,2020,"TR16 4AX","REDRUTH","CORNWALL","CORNWALL","TR16 "
7824,265000,2020,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
7857,160000,2020,"BS5 6BX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
7873,205000,2020,"PL25 3RY","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
7874,238000,2020,"TR19 6UF","PENZANCE","CORNWALL","CORNWALL","TR19 "
7884,65000,2020,"TR15 3PB","REDRUTH","CORNWALL","CORNWALL","TR15 "
7885,230000,2020,"PL11 3EF","TORPOINT","CORNWALL","CORNWALL","PL11 "
7891,247000,2020,"BS3 4AP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
7895,143000,2020,"TR16 6SN","REDRUTH","CORNWALL","CORNWALL","TR16 "
7896,97000,2020,"PL24 2NH","PAR","CORNWALL","CORNWALL","PL24 "
7910,99950,2020,"PL26 6RP","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
8601,525000,2020,"TR26 2PB","ST IVES","CORNWALL","CORNWALL","TR26 "
8603,32000,2020,"BS3 1EN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
8648,293000,2020,"TR16 4PE","REDRUTH","CORNWALL","CORNWALL","TR16 "
8649,245000,2020,"TR26 2QR","ST IVES","CORNWALL","CORNWALL","TR26 "
8689,225000,2020,"TR20 9SN","PENZANCE","CORNWALL","CORNWALL","TR20 "
8707,750,2020,"TR16 6QZ","REDRUTH","CORNWALL","CORNWALL","TR16 "
8742,115000,2020,"PL11 3JH","TORPOINT","CORNWALL","CORNWALL","PL11 "
8743,145000,2020,"TR11 5BJ","FALMOUTH","CORNWALL","CORNWALL","TR11 "
8771,71000,2020,"TR15 3PB","REDRUTH","CORNWALL","CORNWALL","TR15 "
8772,127000,2020,"PL13 2ES","LOOE","CORNWALL","CORNWALL","PL13 "
8818,135000,2020,"TR11 5BJ","FALMOUTH","CORNWALL","CORNWALL","TR11 "
8822,227000,2020,"TR3 7BT","TRURO","CORNWALL","CORNWALL","TR3 7"
8846,110000,2020,"TR14 8PF","CAMBORNE","CORNWALL","CORNWALL","TR14 "
8847,385000,2020,"TR27 5JJ","HAYLE","CORNWALL","CORNWALL","TR27 "
8848,82500,2020,"PL24 2NH","PAR","CORNWALL","CORNWALL","PL24 "
8856,295000,2020,"TR2 4EE","TRURO","CORNWALL","CORNWALL","TR2 4"
8875,37500,2020,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
8884,68000,2020,"TR20 8YN","PENZANCE","CORNWALL","CORNWALL","TR20 "
8893,1200000,2020,"BS11 9AB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
8934,260000,2020,"BS14 0BN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS14 "
8970,255000,2020,"TR12 7JU","HELSTON","CORNWALL","CORNWALL","TR12 "
9010,540000,2020,"TR13 9EL","HELSTON","CORNWALL","CORNWALL","TR13 "
9011,5e+05,2020,"TR26 2SF","ST IVES","CORNWALL","CORNWALL","TR26 "
9049,115000,2020,"PL11 3JH","TORPOINT","CORNWALL","CORNWALL","PL11 "
9188,115000,2020,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
9216,170000,2020,"BS3 3NL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
9217,143000,2020,"BS3 3NE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
9218,185000,2020,"BS16 2HX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
9289,225000,2020,"BS3 1AZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
9313,255000,2020,"BS6 5AS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
9321,277500,2020,"BS6 5DS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
9336,365000,2020,"BS8 3AU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
9355,635000,2020,"BS9 1NA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
9362,340000,2020,"BS7 9LU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
9363,382500,2020,"BS7 9LR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
9364,175000,2020,"BS5 6RA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
9365,255000,2020,"BS4 3EF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
9366,255000,2020,"BS8 2DG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
9406,360000,2020,"BS8 4BT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
9660,230000,2020,"BS3 1RF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
9661,160000,2020,"BS2 9NX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 9"
9662,185000,2020,"BS9 1PU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
9767,330000,2020,"TR2 5HZ","TRURO","CORNWALL","CORNWALL","TR2 5"
9772,65000,2020,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
9799,550000,2020,"TR3 6QY","TRURO","CORNWALL","CORNWALL","TR3 6"
9914,175000,2020,"TR26 3EJ","ST IVES","CORNWALL","CORNWALL","TR26 "
9981,255000,2020,"BS7 9LU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
9982,34660,2020,"BS8 4HR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
10022,33000,2020,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
10023,20000,2020,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
10062,160000,2020,"BS5 6BX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
10072,165000,2020,"BS5 6BX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
10073,165000,2020,"BS5 6BX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
10074,165000,2020,"BS5 6BX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
10075,165000,2020,"BS5 6BX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
10076,165000,2020,"BS5 6BX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
10077,165000,2020,"BS5 6BX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
10078,165000,2020,"BS5 6BX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
10079,165000,2020,"BS5 6BX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
10080,170000,2020,"BS5 6BX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
10081,170000,2020,"BS5 6BX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
10082,234500,2020,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
10083,278000,2020,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
10084,50000,2020,"PL27 6LD","WADEBRIDGE","CORNWALL","CORNWALL","PL27 "
10085,302500,2020,"TR16 4PE","REDRUTH","CORNWALL","CORNWALL","TR16 "
10122,161000,2020,"TR20 9LD","PENZANCE","CORNWALL","CORNWALL","TR20 "
10123,10250,2020,"TR18 3HL","PENZANCE","CORNWALL","CORNWALL","TR18 "
10124,60000,2020,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
10125,75000,2020,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
10362,147000,2020,"BS5 8HJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
10367,67000,2020,"TR18 3DP","PENZANCE","CORNWALL","CORNWALL","TR18 "
10408,9100000,2020,"BS4 3AX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
10410,147000,2020,"BS5 8HJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
10417,280000,2020,"TR16 4PE","REDRUTH","CORNWALL","CORNWALL","TR16 "
10418,8e+05,2020,"TR15 3RD","REDRUTH","CORNWALL","CORNWALL","TR15 "
10467,175000,2020,"BS5 8JP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
10468,70000,2020,"TR16 4PE","REDRUTH","CORNWALL","CORNWALL","TR16 "
10469,56000,2020,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
10470,135000,2020,"PL13 1AL","LOOE","CORNWALL","CORNWALL","PL13 "
10613,198000,2020,"BS2 0DF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
10614,198000,2020,"BS2 0DF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
10615,198000,2020,"BS2 0DF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
10616,198000,2020,"BS2 0DF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
10663,595000,2020,"BS8 3GF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
10664,242500,2020,"BS16 1FB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
10708,235000,2020,"BS6 6QB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
10721,575000,2020,"PL25 3SG","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
10728,80000,2020,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
10745,230000,2020,"BS3 3NG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
10794,135000,2020,"BS15 8AZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS15 "
10795,130000,2020,"BS16 3AH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
10796,192500,2020,"BS3 1BH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
10807,416000,2020,"BS9 1NQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
10809,325000,2020,"BS6 6AH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
10827,550000,2020,"BS7 8HE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
10833,144000,2020,"BS10 5EL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS10 "
10834,115000,2020,"BS11 9AS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
10889,285000,2020,"BS8 2BB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
10920,318500,2020,"BS3 1RF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
10935,210000,2020,"BS6 5HA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
10937,195000,2020,"BS3 1LJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
10991,132000,2020,"BS16 2EN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
11002,426000,2020,"BS8 3BA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
11003,345000,2020,"BS4 5RT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 5"
11004,255000,2020,"BS3 4AP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
11005,240000,2020,"BS3 4AP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
11016,470000,2020,"BS8 2HD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
11017,330000,2020,"BS6 6AH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
11018,370000,2020,"BS6 6NP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
11033,286500,2020,"BS8 1LJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
11038,220000,2020,"BS7 8NT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
11053,450000,2020,"BS6 6NG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
11079,530000,2020,"BS8 2HA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
11107,285000,2020,"BS8 2BG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
11121,215000,2020,"BS16 3XB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
11140,235000,2020,"BS3 3NG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
11183,190000,2020,"BS11 0FH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
11184,260000,2020,"BS10 7AD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS10 "
11185,160000,2020,"BS6 6LZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
11186,285000,2020,"BS7 9LS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
11190,180000,2020,"BS7 8DF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
11225,235000,2020,"BS3 1HA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
11226,339950,2020,"BS11 0UT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
11227,223000,2020,"BS3 5DP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 5"
11228,177500,2020,"BS5 6SH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
11235,288625,2020,"BS8 3DR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
11236,165000,2020,"BS4 3LE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
11237,210500,2020,"BS7 9FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
11238,511950,2020,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
11280,275000,2020,"BS5 8FB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
11281,270000,2020,"BS5 8FB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
11282,252500,2020,"BS5 8FB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
11283,260000,2020,"BS5 8FB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
11297,233332,2020,"BS8 4BQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
11339,156000,2020,"BS4 3TA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
11503,420000,2020,"BS8 4BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
11504,230000,2020,"BS4 3EQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
11505,145000,2020,"BS13 7SP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS13 "
11506,185000,2020,"BS5 8AL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
11539,427000,2020,"BS8 2JX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
11540,270000,2020,"BS8 2EJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
11633,415000,2020,"TR4 9LD","TRURO","CORNWALL","CORNWALL","TR4 9"
11923,163000,2020,"BS5 8AH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
11924,254500,2020,"BS3 3NG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
11925,262000,2020,"BS3 3NQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
11939,129000,2020,"BS5 8FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
11940,230000,2020,"BS6 5HD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
11953,191000,2020,"BS5 8AA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
11954,180000,2020,"BS3 3LH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
11955,210000,2020,"BS3 1FH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
11990,299000,2020,"BS8 3EG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
11991,475000,2020,"BS8 3GE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
12001,325000,2020,"BS8 4BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
12030,398500,2020,"BS8 4HH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
12047,210000,2020,"TR26 2NR","ST IVES","CORNWALL","CORNWALL","TR26 "
12048,215000,2020,"PL26 7FE","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
12074,195000,2020,"TR26 2NU","ST IVES","CORNWALL","CORNWALL","TR26 "
12248,365000,2020,"TR12 7NN","HELSTON","CORNWALL","CORNWALL","TR12 "
12422,145000,2020,"TR26 2PH","ST IVES","CORNWALL","CORNWALL","TR26 "
12431,440000,2020,"TR4 8AE","TRURO","CORNWALL","CORNWALL","TR4 8"
12432,720000,2020,"PL10 1PD","TORPOINT","CORNWALL","CORNWALL","PL10 "
12449,152000,2020,"TR20 9ST","PENZANCE","CORNWALL","CORNWALL","TR20 "
12460,360000,2020,"PL10 1NE","TORPOINT","CORNWALL","CORNWALL","PL10 "
12461,74500,2020,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
12467,342000,2020,"TR20 8HD","PENZANCE","CORNWALL","CORNWALL","TR20 "
12477,135000,2020,"TR2 4LG","TRURO","CORNWALL","CORNWALL","TR2 4"
12478,70000,2020,"TR20 8YN","PENZANCE","CORNWALL","CORNWALL","TR20 "
12482,230000,2020,"TR16 6LP","REDRUTH","CORNWALL","CORNWALL","TR16 "
12490,110000,2020,"PL11 3NH","TORPOINT","CORNWALL","CORNWALL","PL11 "
12491,70000,2020,"TR20 9JY","PENZANCE","CORNWALL","CORNWALL","TR20 "
12508,142000,2020,"TR7 3LR","NEWQUAY","CORNWALL","CORNWALL","TR7 3"
12518,140000,2020,"PL26 8PP","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
12536,40000,2020,"BS8 4JG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
12541,175000,2020,"TR3 6LD","TRURO","CORNWALL","CORNWALL","TR3 6"
12563,105000,2020,"PL24 2NJ","PAR","CORNWALL","CORNWALL","PL24 "
12564,241000,2020,"PL14 5NH","LISKEARD","CORNWALL","CORNWALL","PL14 "
12573,180000,2020,"TR4 8HH","TRURO","CORNWALL","CORNWALL","TR4 8"
12574,182500,2020,"PL13 2RX","LOOE","CORNWALL","CORNWALL","PL13 "
12577,143000,2020,"BS11 9AQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
12580,190000,2020,"TR18 3LB","PENZANCE","CORNWALL","CORNWALL","TR18 "
12590,305000,2020,"BS7 8SH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
12592,302500,2020,"BS8 1EE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
12598,376000,2020,"TR26 2PB","ST IVES","CORNWALL","CORNWALL","TR26 "
12610,58000,2020,"TR18 3DP","PENZANCE","CORNWALL","CORNWALL","TR18 "
12671,32250,2020,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
12675,120000,2020,"TR27 6HT","HAYLE","CORNWALL","CORNWALL","TR27 "
12676,560000,2020,"TR11 5FX","FALMOUTH","CORNWALL","CORNWALL","TR11 "
12687,345000,2020,"BS3 3BT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
12690,280000,2020,"BS8 1AB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
13030,158000,2020,"TR18 5JX","PENZANCE","CORNWALL","CORNWALL","TR18 "
13048,595000,2020,"TR1 1SS","TRURO","CORNWALL","CORNWALL","TR1 1"
13057,229000,2020,"BS7 9LU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
13058,342000,2020,"BS7 9LS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
13059,150000,2020,"BS7 0LH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 0"
13060,287000,2020,"BS3 3NB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
13061,125000,2020,"BS11 9AQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
13062,786457,2020,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
13108,799950,2020,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
13109,540000,2020,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
13110,756950,2020,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
13111,1200000,2020,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
13112,175000,2020,"BS2 0JT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 0"
13113,3e+05,2020,"BS3 1FU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
13114,235000,2020,"BS5 9FN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 9"
13115,227500,2020,"BS5 9FN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 9"
13116,235000,2020,"BS5 9FN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 9"
13117,237000,2020,"BS5 9FN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 9"
13118,225000,2020,"BS5 9FN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 9"
13119,222000,2020,"BS5 9FN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 9"
13120,230000,2020,"BS5 9FN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 9"
13121,230000,2020,"BS5 9FN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 9"
13162,220000,2020,"BS5 9FN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 9"
13163,212500,2020,"BS5 9HL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 9"
13182,230000,2020,"TR19 6JY","PENZANCE","CORNWALL","CORNWALL","TR19 "
13195,308500,2020,"BS9 3BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 3"
13207,124750,2020,"BS16 1FB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
13228,530000,2020,"TR3 6QY","TRURO","CORNWALL","CORNWALL","TR3 6"
13243,265000,2020,"BS10 7QX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS10 "
13244,192000,2020,"BS11 9QB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
13247,460000,2020,"TR12 7JA","HELSTON","CORNWALL","CORNWALL","TR12 "
13248,82000,2020,"TR15 3PT","REDRUTH","CORNWALL","CORNWALL","TR15 "
13249,470000,2020,"TR26 2NU","ST IVES","CORNWALL","CORNWALL","TR26 "
13250,155000,2020,"TR26 2PH","ST IVES","CORNWALL","CORNWALL","TR26 "
13251,325000,2020,"TR2 4SB","TRURO","CORNWALL","CORNWALL","TR2 4"
13277,390000,2020,"BS6 6TT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
13312,230000,2020,"TR10 9DT","PENRYN","CORNWALL","CORNWALL","TR10 "
13313,196000,2020,"TR2 4LD","TRURO","CORNWALL","CORNWALL","TR2 4"
13314,490000,2020,"TR11 5FX","FALMOUTH","CORNWALL","CORNWALL","TR11 "
13346,575000,2020,"TR8 5FP","NEWQUAY","CORNWALL","CORNWALL","TR8 5"
13357,210000,2020,"TR16 6NP","REDRUTH","CORNWALL","CORNWALL","TR16 "
13364,595000,2020,"BS7 8HE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 8"
13387,2e+05,2020,"TR26 2NU","ST IVES","CORNWALL","CORNWALL","TR26 "
13388,327500,2020,"TR4 8TY","TRURO","CORNWALL","CORNWALL","TR4 8"
13393,322000,2020,"TR26 2QS","ST IVES","CORNWALL","CORNWALL","TR26 "
13429,425500,2020,"TR4 8AE","TRURO","CORNWALL","CORNWALL","TR4 8"
13460,440000,2020,"TR6 0AU","PERRANPORTH","CORNWALL","CORNWALL","TR6 0"
13478,527000,2020,"BS8 2JY","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
13507,182500,2020,"PL17 8BU","CALLINGTON","CORNWALL","CORNWALL","PL17 "
